SRC_ID,length,slope,DASqKm,wbody,ave_rhp,stdev_rhp,Ave_Rh,cumulative_volume,cumulative_height,valley_confinement,el_bathymetry,el_edap,el_min,el_edep,el_bathymetry_scaled,el_edap_scaled,el_min_scaled,el_edep_scaled,height,height_scaled,vol,vol_scaled,min_rhp,slope_start_min,slope_min_stop,rh_bottom,rh_edap,rh_min,rh_edep,w_bottom,w_edap,w_min,w_edep,w_edap_scaled,w_edep_scaled,edz_count,min_loc_ratio,rhp_pre,rhp_post,rhp_post_stdev,invalid_geometry,regression_valley_confinement,streamorder,rh_pre,rh_post,wtod_bf,q500_w,q100_w,w_bf,ssp_bf,w_0.5timesbf,w_0.5timesbf_to_w_bf,ssp_0.5times_bf,w_2timesbf,w_2timesbf_to_w_bf,ssp_2times_bf,w_3timesbf,w_3timesbf_to_w_bf,ssp_3times_bf,w_4timesbf,w_4timesbf_to_w_bf,ssp_4times_bf,w_5timesbf,w_5timesbf_to_w_bf,ssp_5times_bf,w_6timesbf,w_6timesbf_to_w_bf,ssp_6times_bf,w_edap_to_w_bf,w_edep_to_w_bf
1,435.2,0.00070028,73.9,False,1.2109563064784312,0.07515869575849984,3.0998978961316963,0,0,1,0.0050341679450017,,,,0.0050341679450017,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1.0824239805044356,1,,,95.53237093732642,103.59260110294117,100.97081801470588,95.70427389705883,3.589393991300507,81.99103860294117,0.8567124044129122,1.1680611659328277,103.34788602941177,1.079866988391496,11.875309977012083,107.91245404411765,1.1275614938596175,23.287396034874185,111.38442095588236,1.1638395697530644,37.059682259991646,114.65992647058823,1.1980648491614745,52.274159612566386,114.74379595588236,1.1989411891814024,52.668930008099075,,
10,731.5,0.008333333,31.5,False,0.44867175113139707,0.21733545260411213,0.8691891128956221,0.35830612324187433,2.087900862309254,3.295022288261516,0.0645351175622871,1.146447382577083,2.030958111519003,2.626958903123645,0.1021021021021038,1.813813813813816,3.2132132132132143,4.1561561561561575,1.480511520546562,2.3423423423423415,0.2946957487769419,0.4662431334635594,-0.590321407192132,-1.232683077226671,1.829395904419198,0.0557802985171782,0.623330742202471,0.9628280749867246,1.0664312249478245,5.829118250170882,27.60082023239918,53.50170881749829,90.94531784005468,2.274458549155004,7.494391613192688,2,0.5974358974358972,0.5426036897407231,0.5439291426718198,0.031209819345244715,0,3.453775389379725,1,0.35762333826414405,1.3828903661157157,23.817335942992724,51.83732057416268,43.1244019138756,15.008885850991113,25.128214499488465,10.41285030758715,0.6937790326987886,9.69168418281776,30.24265208475735,2.0149831496493307,55.96878689462962,48.68626110731374,3.243829128335914,92.15364887963169,86.47095010252905,5.761317059841516,110.36734486108068,110.1784005468216,7.340878039894345,178.67664774562752,133.43745727956255,8.890563803625103,257.9921604078962,1.8389652973859187,6.059431642226069
100,717.5,0.007,102.6,False,0.5882571200065138,0.0994889075692073,1.5932041162304227,0.08508411570978737,0.9371576149268666,2.0596761441831863,0.1066227226563473,0.9034872814564374,1.2906961163663404,1.840644896383304,0.1141141141141111,0.9669669669669642,1.381381381381379,1.969969969969967,0.9371576149268666,1.0030030030030028,0.08508411570978737,0.09106218869216828,0.3083496880084714,-0.4949533551736298,0.3484875663977598,0.0931434361866196,0.5793316714153446,0.733845802483469,0.961952174941017,8.341463414634147,23.798606271777004,33.431358885017424,49.01742160278746,1.1554646743002446,2.3798830251026093,1,0.4131736526946108,0.6401514928023433,0.6203671042661348,0.039342426042898206,0,2.773067402623268,1,0.3129462293050894,2.106593270830306,26.13507326485384,67.9198606271777,60.52543554006969,24.492682926829268,34.594832508533784,16.138675958188152,0.6589182576037784,12.80009270222265,49.810452961672475,2.0336870856687628,78.55819913547748,67.81324041811847,2.7687142572623555,163.7013741082174,81.08083623693379,3.310410561356588,284.2489868399723,92.45923344947735,3.7749736819643216,431.60416815124944,102.6822299651568,4.192363501863602,598.7440533525522,0.971661877258372,2.00130878880132
101,639.7,0.019,102.4,False,0.5944023304083279,0.08984195650454052,1.7957501793244466,0,0,1,0.0729052878154585,,,,0.078078078078078,,,,,,,,,,,,,,,,,,,,,0,,,,,0,1.5115387074090645,1,,,26.26757192147162,36.96263873690792,34.08394559949976,24.453650148507112,184.51976394149628,18.490698765046115,0.756152911845554,60.904919454689924,33.04126934500547,1.351179441283641,562.3938257463267,40.36735969985931,1.650770312599885,1044.5023128905157,48.01782085352509,1.9636259029597902,1581.9798187494735,56.48819759262154,2.310010867480662,2128.572277246663,65.04767859934344,2.660039634341239,2721.76738931043,,
102,570.6,0.002,93.4,False,0.6272001385765728,0.2526787617640561,1.4736818819832744,0.3635434433955672,1.3164566809308862,8.452561739771472,0.1523173019258883,0.4406321948570328,1.3218965845710973,1.757088875787919,0.1681681681681689,0.4864864864864872,1.4594594594594603,1.9399399399399408,1.3164566809308862,1.4534534534534536,0.3635434433955672,0.40137551120179576,-0.1580704516962889,-0.7467344186116573,1.5121371976886064,0.1360679294161095,0.318863470106054,0.4997334234816004,0.6048065219318106,7.443918682089029,11.886610585348755,53.76358219418156,100.47230984928146,0.601924195005,5.0878014209420055,1,0.6694214876033059,0.7158168170849349,0.7609775131201412,0.07288243337376807,0,5.574088734381992,1,0.17729149272117312,1.9841457211572093,28.192262220366725,141.906764808973,137.01629863301787,25.458289519803714,3.4804551321454884,12.06975113915177,0.474099060338003,1.9216080283099877,103.63915177006659,4.070939317798506,5.953302060557621,140.4267437784788,5.515953602037656,19.13316955064312,156.05240098142306,6.1297284273569,40.38333639663626,169.338415702769,6.651602244174439,66.3732721809059,181.19085173501577,7.11716518087633,96.56661911811476,0.46690531098337523,3.9465459677141776
103,265.5,0.013,92.7,False,0.522730436709503,0.1457239486032543,1.438290330533594,0.15187321338258644,0.8790727087976522,1.6212933988973326,0.0868219959306326,1.1341123218438838,1.367446435907458,1.5953541752253677,0.0960960960960966,1.2552552552552556,1.513513513513514,1.7657657657657662,0.46124185338148393,0.5105105105105106,0.13336890573112278,0.14761502593892106,-0.12327109125170635,-2.6711528820080277,2.7347517601510773,0.0744006245072755,0.7070450053236831,0.7539001550215001,0.7993613376207361,7.721280602636535,25.27683615819209,32.11676082862524,40.98116760828625,1.2843108707695536,2.0822447369107624,3,0.5058823529411767,0.6197792232199643,0.5315627665796473,0.07429361025258191,0,2.756892665163863,1,0.3832512739704641,1.8338544982802578,24.11390552638028,59.88323917137476,55.21468926553672,21.721280602636536,82.58549813975606,13.941619585687382,0.6418415120513264,33.495971839936225,45.55743879472693,2.097364314201491,179.3247959142436,63.335216572504706,2.9158141147910523,374.7830268523339,77.86629001883239,3.58479278654413,629.0306718941451,97.53672316384181,4.490376278827814,852.6788393876221,112.63653483992466,5.185538408184497,1175.941403449818,1.1636899601179123,1.8866828507022713
104,206.6,0.009,92.6,False,0.5253384748557927,0.10230412213521775,1.565654507951325,0,0,1,0.1030642929913422,,,,0.1141141141141148,,,,,,,,,,,,,,,,,,,,,0,,,,,0,2.2358974358974355,1,,,18.86748805866137,37.9864472410455,34.01742497579865,16.989351403678608,51.768368133155704,11.667473378509197,0.6867521367521366,19.21406193059437,25.9486931268151,1.527350427350427,145.37614748302556,33.9351403678606,1.997435897435897,267.3432534693044,42.115198451113265,2.478917378917379,407.8281097963757,51.35527589545015,3.0227920227920224,549.9754470860544,62.07889641819942,3.6539886039886036,683.9530971908223,,
105,1832.7,0.002,64.3,False,0.731670443621898,0.1591802247367179,1.5651593269540076,0.03691461310429604,0.48556301193554097,1.4968617029279374,0.0048075545736191,0.6297896491441173,0.7307482951901209,0.8701673778250781,0.0060060060060059,0.7867867867867865,0.9129129129129128,1.0870870870870868,0.24037772868096086,0.3003003003003003,0.02085181534662965,0.02604986096157961,0.35759884169645334,-1.4104899766450818,1.0213892934326456,0.0,0.3490445182097054,0.3814108943712948,0.4367135052013943,16.70626437575566,199.4677252141649,241.15621760244449,298.5755988432367,11.939696435286569,17.872074338565678,2,0.42000000000000004,0.5402909477867349,0.7817823482497763,0.12044088813791004,0,1.4452576237633612,1,0.17395451889183214,1.859864318522836,341.593699739375,396.36547170840834,353.45855841108744,274.25246903475744,2.7676948085353823,141.4126698313963,0.5156295231510727,0.8657897759200626,508.01140393954273,1.8523494272540526,9.548064413369874,606.0288099525291,2.209747872409214,23.863944830912196,664.8038413270039,2.4240578167511404,43.5560944862037,693.9013477383096,2.530155335266527,70.15266093087907,717.2936105199979,2.615449964933922,101.6078035334062,0.727314236827838,1.0886888271018507
106,1179.2,0.002,31.8,False,0.5910275326667412,0.14501518508284217,1.080513388415623,0.05100540708016586,0.8454009704355644,2.389681511773764,0.0038081124794394,0.4188923727383419,0.594065546792558,1.0167660320103404,0.0060060060060058,0.6606606606606592,0.9369369369369354,1.6036036036036023,0.5978736592719985,0.9429429429429431,0.04459952581817017,0.07034062711518799,0.3120339785415528,-1.0730297174399075,0.4446789820021236,0.0,0.3164086762137038,0.3857096394983438,0.5677749510833675,12.186757902678252,41.57776458616011,57.34735413839891,99.35761533242876,3.4117166286714093,8.152916150947183,3,0.2929936305732483,0.7522937168437662,0.6023168178906277,0.11004583720238394,0,2.2217659834396635,1,0.18147719212603974,1.3534618997473942,98.23742282996061,138.8038500678426,122.40035617367707,62.47455902306648,2.66717789214721,34.223626187245586,0.5478010044794352,1.3367183016085789,119.23337856173677,1.9085109271073708,7.099098266845823,174.45132293080053,2.7923578118637167,13.15032752252564,215.9120590230665,3.4559997285190716,22.30288271207251,255.32310040705562,4.086833174969458,33.23542886293281,280.3125,4.486826387946247,48.272882593145106,0.665515135061762,1.5903692140627121
107,192.6,0.003,30.8,False,0.32425264506775636,0.5095878333941889,0.9585382523436458,0.1042940554773848,1.299977312866504,2.187954729183508,0.0715929534622141,1.0437499004754258,1.1982399579465175,2.245757908604164,0.1141141141141155,1.663663663663665,1.909909909909911,3.5795795795795806,1.2020080081287383,1.9159159159159156,0.10302990109507112,0.16422238952516605,0.33964473003283235,-1.037964983585908,0.15308116664396476,0.0628955674427213,0.6819421188522209,0.7407429844480334,1.17261790932092,7.346832814122534,19.26791277258567,21.94704049844237,42.15732087227414,1.6038476665836865,3.5091460869917115,2,0.128526645768025,0.651123935415083,0.028312878830399,0.6797240284146114,0,3.3328304733169904,1,0.37494293144670554,1.3929981141934988,22.00952057626026,45.88265835929388,41.81464174454829,13.766874350986502,6.24636897296224,10.33748701973001,0.7508957194041108,2.3833593438775966,22.972481827622016,1.6686781067320384,14.64903911310942,35.24922118380062,2.5604374882142182,23.301121112848257,45.20768431983385,3.2838016217235526,37.69906313934932,53.268431983385256,3.8693192532528755,55.893270502191406,119.29906542056075,8.665660946633981,32.434499177964824,1.399585140486517,3.06222892702244
