SRC_ID,Segment,8_name,12_code,Ph2SedReg,StreamType,Bedform,length,slope,DASqKm,ave_rhp,stdev_rhp,Ave_Rh,cumulative_volume,cumulative_height,valley_confinement,el_edap_scaled,el_min_scaled,el_edep_scaled,height_scaled,vol_scaled,min_rhp,slope_start_min,slope_min_stop,rh_edap,rh_min,rh_edep,w_min,w_edap_scaled,w_edep_scaled,edz_count,min_loc_ratio,rhp_pre,rhp_post,rhp_post_stdev,regression_valley_confinement,rh_pre,rh_post,wtod_bf,q500_w,q100_w,w_bf,ssp_bf,w_0.5timesbf,w_0.5timesbf_to_w_bf,ssp_0.5times_bf,w_2timesbf,w_2timesbf_to_w_bf,ssp_2times_bf,w_3timesbf,w_3timesbf_to_w_bf,ssp_3times_bf,w_4timesbf,w_4timesbf_to_w_bf,ssp_4times_bf,w_5timesbf,w_5timesbf_to_w_bf,ssp_5times_bf,w_6timesbf,w_6timesbf_to_w_bf,ssp_6times_bf,w_edap_to_w_bf,w_edep_to_w_bf
6,118_M15T1.06B,blackconnecticut,504,FSTCD,E5,Dune Ripple,1133.2,0.000806885,53.5,0.4398346719018103,0.3656844012399644,0.8759412110878967,0.8040557327782952,1.836612459730374,14.722083194305416,1.267267267267264,1.5735735735735703,3.7057057057057023,2.438438438438438,1.0675308201607194,-0.6459862588664471,-4.967269706244003,0.7136077606153358,0.6994694317626013,0.6823802555888823,0.8073367811496872,22.25644193434521,1.0314023086845356,15.18439059525241,1,0.125615763546798,0.7294090797456868,0.6812392747652735,0.0648122058405037,18.15365913707146,0.3679666972349318,1.3935474222117212,18.97835870095123,260.2740028238616,235.3000352982704,14.337274973526297,1.2694931148230737,11.467966819625838,0.7998707453683757,0.4283270660152348,41.45825979527003,2.8916415338216286,1.4358193219391109,141.3682492057889,9.860189573459715,1.5413131797695632,259.2075538298623,18.079276174062905,2.8873866597846267,307.72282033180375,21.463131655074783,6.163354037461369,353.6948464525238,24.669600541638456,10.063876361573714,1.106788945651505,16.29423893641903
7,118_M15T1.07-,blackconnecticut,504,FSTCD,F4,Riffle Pool,835.1,0.003649635,47.7,0.3788423427282387,0.2532437272472161,0.7810618674643055,0.7754426716957644,2.8569314089901168,24.54940236964351,0.8168168168168171,2.1681681681681684,4.756756756756759,3.9399399399399417,1.0693982864740526,-0.225335366854248,-0.7402192267613334,0.3864253503974475,0.4153904990812212,0.6414846788884305,1.057762188722812,41.50161657286552,0.784923425187983,19.26940099429857,1,0.3429878048780486,0.6874562862043312,0.6522911118823733,0.0456265424111172,9.919865349304889,0.2215566344186639,1.3426994704361763,18.943907962720644,135.85618488803735,112.92300323314572,13.69536582445216,8.670407372547027,8.740270626272302,0.638191833522777,3.648099796791018,33.13016405220932,2.419078429658127,15.807994589581757,99.05280804694048,7.232578473375885,16.654432636638994,191.0944797030296,13.953221998775904,24.937272200417635,300.88312776912943,21.96970359359972,39.47545796580527,356.2860735241288,26.01508262656291,70.83182713614045,0.8375885284602606,20.56229780536854
8,118_M15T1.08-,blackconnecticut,504,UST,F4,Riffle Pool,758.3,0.012057878,47.4,0.4878211559147394,0.2273558820609559,1.2195944233061689,0.1279965857232844,0.6649369281922319,1.4096613615648883,2.336336336336337,2.6246246246246243,3.255255255255256,0.9189189189189187,0.1768866778055553,0.1443511705775554,-1.7048694330544296,0.7793688836820226,1.1785326338493307,1.238859553848489,1.3810862351776696,21.06817882104708,1.2906850962314504,1.8194289101051355,1,0.3137254901960777,0.6966937691295882,0.3703962591291899,0.1991851739685363,2.091531602541997,0.6310893578205801,1.7026866707379018,18.552672655706345,27.99419754714493,24.52525385731241,13.384544375576947,70.42797670855926,11.029935381775024,0.8240800039410808,23.41517300557816,17.243834893841488,1.2883393270604462,199.6283982232442,24.647237241197416,1.8414700231538497,287.0773011124089,31.827113279704605,2.377900389181733,414.3608597238054,45.54068310694976,3.402482880930095,466.9950217455781,54.17315046815245,4.047440760628603,646.8034590550855,1.4052909010296073,1.980984284940145
9,118_M15T1.09-,blackconnecticut,504,UST,F4,Plane Bed,1116.7,0.013646288,46.5,0.5150095696939535,0.1350430528088303,1.2593549341868746,0.0340848500938452,0.7946047214783476,1.4330623625510523,1.9699699699699704,2.4024024024024024,3.075075075075076,1.1051051051051055,0.0474038736837251,0.4048422068516046,-0.3060402491472168,0.1967401601660678,0.9548626209222552,1.0947883571305803,1.3158332354373452,26.6329363302588,1.5782302113840512,2.261702315375476,1,0.3913043478260868,0.672928161301961,0.4305274500730117,0.0890285901978331,1.9687039563437927,0.5041703306499888,1.8157655125897976,22.89106828415705,32.30634906420704,28.264081669203904,16.409957911704126,75.60727481160468,12.786782484104952,0.7792087312414735,24.6631936087037,23.107817677084267,1.4081582537517054,209.787376684476,32.01486522790364,1.9509413369713504,340.966168625179,39.4770305364019,2.4056753069577086,525.2145850304769,49.06420703859586,2.989904502046385,688.1865836431513,60.4490910719083,3.6836834924965896,844.2841777311945,1.3895770804911325,1.9913506139154165
10,118_M15T1.10-,blackconnecticut,504,UST,F3,Riffle Pool,731.5,0.008333333,31.5,0.448671751131397,0.2173354526041121,0.8691891128956221,0.3583061232418743,2.087900862309254,3.295022288261516,1.813813813813816,3.2132132132132143,4.1561561561561575,2.342342342342341,0.4662431334635594,-0.590321407192132,-1.232683077226671,1.829395904419198,0.623330742202471,0.9628280749867246,1.0664312249478245,53.50170881749829,2.274458549155004,7.494391613192688,2,0.5974358974358972,0.5426036897407231,0.5439291426718198,0.0312098193452447,3.453775389379725,0.357623338264144,1.3828903661157157,23.817335942992724,51.83732057416268,43.1244019138756,15.008885850991112,25.128214499488465,10.41285030758715,0.6937790326987886,9.69168418281776,30.24265208475735,2.0149831496493307,55.96878689462962,48.68626110731374,3.243829128335914,92.15364887963167,86.47095010252905,5.761317059841516,110.36734486108068,110.1784005468216,7.340878039894345,178.67664774562752,133.43745727956255,8.890563803625103,257.9921604078962,1.8389652973859187,6.059431642226069
11,118_M15T1.11A,blackconnecticut,504,UST,F3b,Plane Bed,127.1,0.021582734,30.1,0.596307913824729,0.2462696353676852,1.1499897210666288,0.2430478710347494,0.9086950755242468,1.6656151419558358,2.6366366366366365,3.675675675675677,4.096096096096097,1.45945945945946,0.3903603354277129,-0.1135089196222567,-0.9483373973832272,2.343748139247134,1.187938695197202,1.3416475053392465,1.3908942749366195,19.610542879622347,1.1536598466476398,1.921553309242756,1,0.7119341563786021,0.7234925446064183,0.699032727688962,0.1682628362535616,1.714285714285714,0.6248158450232941,1.7615698989527508,16.280531132483883,17.324940991345397,13.96144767899292,10.106215578284816,133.24872248052253,8.587726199842644,0.8497469832619695,41.21829832437848,12.230527143981115,1.2101985208252235,405.2723547054782,15.405192761605036,1.5243285325029194,646.7503242898249,22.191188040912667,2.1957960295834957,753.5432158921998,26.47521636506688,2.6196963799143638,1069.40025444321,27.33280881195909,2.7045543012845465,1683.960630468307,1.3573374854028804,2.260801868431296
12,118_M15T1.11B,blackconnecticut,504,UST,F3b,Step Pool,95.1,0.03525641,30.1,0.3724489593021453,0.420437002700951,0.8941350810417054,0.8207492020749948,2.224994114966776,5.916968964127368,2.4204204204204203,2.7747747747747744,5.993993993993994,3.573573573573574,1.3182091760771508,-1.1738891760209085,-7.586872550167706,0.8351221650371162,1.0925710239279207,1.028810805660329,1.3895679423102756,16.671924290220822,1.0970277859708997,6.491079362375174,1,0.0991596638655461,0.7285364545141848,0.4581469904724612,0.0,2.409016838674633,0.5820638628636954,1.3895679423102756,15.592770504728382,23.317560462670876,12.991587802313354,9.679284963196636,290.7437262969708,8.25446898002103,0.852797392721347,94.17400154958516,11.919032597266035,1.2313959804454102,843.7089022186326,20.02103049421661,2.068441064638783,903.9689684448966,39.15878023133545,4.045627376425856,884.3321098486432,54.3217665615142,5.612167300380228,1286.40595308096,77.18191377497372,7.97392721347094,1605.3356087841596,1.3476371537208038,7.97392721347094
14,118_M19A,blackconnecticut,503,FSTCD,C4,Riffle Pool,1293.2,0.001885458,301.8,0.5863596632349016,0.2820707682535761,2.044802235605622,0.6498184181768878,2.542451751518315,3.699400310841324,1.3033033033033046,2.420420420420422,3.2072072072072086,1.903903903903904,0.4866136879320496,-0.3062476962783131,-0.5404581679394899,0.7673680857766805,1.1235858760010935,1.5012722880626042,1.7419103311286568,114.24334982987936,1.5791244686697756,5.841813550254109,1,0.5867507886435332,0.6456018581564577,0.7918255470804338,0.0997537384929854,4.774504913671646,0.5875090701541288,3.1341487636724272,33.1853491725622,210.94842251778533,189.53139498917412,44.18226105784101,9.71575823978394,32.90906278997835,0.7448478643249062,3.078843003371466,80.37697185276832,1.819213637517174,21.790781289374543,176.91308382307454,4.004165463407804,25.85381867235977,231.71589854624187,5.244545955737576,50.753526118517954,246.7796937828642,5.585492636055761,95.03583147864136,256.087998762759,5.796172324171064,150.8525877214979,1.193667795542254,4.415855013870293
15,118_M19B,blackconnecticut,503,UST,F3,Riffle Pool,1052.7,0.005790388,299.8,0.4994916336336946,0.2287248696465942,2.1074289994529263,0.5047525907692225,1.552527815388104,2.21031252792604,1.573573573573573,2.1681681681681675,2.738738738738738,1.1651651651651649,0.3788145564684427,-0.0343110644493508,-0.6744058255733238,0.7028018603343072,1.4768202947994706,1.615510939341312,1.7376245119312093,87.68072575282606,1.755809256429648,3.880887196134955,1,0.510309278350516,0.7029237038896952,0.5173089414971594,0.1593263042660407,2.8370390510140373,0.7780265721442101,2.925857583738614,35.29285074011311,133.81542699724517,115.58136221145624,47.167284126531776,59.76677806261375,33.854849434786736,0.7177612631663746,21.501896956160017,75.93188942718723,1.60984230560087,139.02332818431967,138.9579177353472,2.9460656959297524,188.647281060707,174.82711123776954,3.706533341389241,327.21674669441927,223.04550204236725,4.728817996898475,457.1698762482792,264.79243849149805,5.613900469256641,619.6835864845467,1.239532354540511,2.739753892010553
16,118_M26-,blackconnecticut,503,UST,F4,Plane Bed,553.2,0.005509642,259.8,0.5439202941197039,0.247910019047074,1.9354985790090544,0.7162799436338853,2.5644322259761267,3.4515385685055326,1.5975975975975971,2.0660660660660657,3.615615615615616,2.0180180180180187,0.5636592059468055,-0.0171265746023742,-0.8686609632157449,0.2626184307396439,1.3782617577376226,1.5031603467786363,1.9288224927094515,61.91250903832248,1.4569117473786288,5.028587086986128,1,0.2321428571428571,0.6741937878058547,0.7302017230714651,0.0596311451895884,3.287875195599602,0.6915224507707209,3.040820792041426,29.9092412497768,125.3398409255242,102.59490238611713,38.12183658712942,44.93255627323343,28.70390455531453,0.7529517758072929,14.52889390767049,58.66323210412147,1.5388354118260703,112.79609209398704,116.32230657989876,3.0513300772914795,137.96729138930593,168.5755603759942,4.422020958793684,223.14520198524755,185.3262834417932,4.861420645834321,403.5636993543072,201.7019161243673,5.290981080183983,612.3139173507692,1.1934894968941154,4.119375029636304
